Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.2100,0.8650887774456271
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.4187,0.8555894619398886
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.4577,0.8508866272049821
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.5588,0.8578930194383945
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.8197,0.8549985914492517
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.8505,0.8517724453968067
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.10916,0.8651166416173536
13657996004221.0,"Introduces the fundamental concepts of structured programming.  Topics include software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging.  This course assumes computer literacy.","['Demonstrate problem solving skills by developing and implementing algorithms to solve problems.', 'Derive problem specifications from problem statements.', 'Develop algorithms using modular design principles to meet stated specifications.', 'Create code to provide a solution to problem statements ranging from simple to complex.', 'Test and debug programs and program modules to meet specifications and standards.', 'Create programs that contain clear and concise program documentation.', 'Implement programs that use data types and demonstrate an understanding of numbering systems.', 'Incorporate both basic and advanced control structures appropriately into algorithms.', 'Demonstrate an understanding of structured design by implementing programs with functions, including parameter passing and value returning.', 'Implement programs using classes, including strings and files.', 'Implement algorithms using one-dimensional and indexed data structures.', 'Demonstrate an understanding of array searching and sorting algorithms by desk-checking and/or modifying algorithm implementations.', 'Design and implement simple classes.']",hypothesis testing,3.0,"['statistical significance', 'p-values', 'test statistics']","['formulate hypotheses', 'calculate test statistics', 'draw conclusions.']",ESCO.12926,0.8860784248087468
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.355,0.855476494233118
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.1956,0.8587719187681865
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.1984,0.8868590323460146
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.3187,0.8758411275395429
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.3600,0.8579082168127292
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.3687,0.8698120299643716
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.3930,0.8780360338630353
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.5256,0.8641541951613213
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.5610,0.8868170746701519
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.7167,0.8516838643706867
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.7909,0.8643454593124326
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.8644,0.8575071855595655
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.9462,0.9333648729090234
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.10154,0.9199675772061212
5050881560837.0,"A study of the 1) research and theory in the psychology of learning, cognition, and motivation, 2) factors that impact learning, and 3) application of learning strategies. Theoretical models of strategic learning, cognition, and motivation serve as the conceptual basis for the introduction of college-level student academic strategies. Students use assessment instruments (e.g., learning inventories) to help them identify their own strengths and weaknesses as strategic learners. Students are ultimately expected to integrate and apply the learning skills discussed across their own academic programs and become effective and efficient learners. Students developing these skills should be able to continually draw from the theoretical models they have learned.","['A model of effective learning', 'Memory and knowledge acquisition e. Research and writing skills f. Test preparation and test-taking skills', 'Locating and using resources', 'Managing time effectively', 'Managing goals, motivation, concentration', 'Exercising executive control over their learning (metacognition)', 'Monitoring self-esteem and self-talk', 'Completing a self-change/learning project', 'Identify and apply ethical principles and practices to decision-making by connecting choices, actions and consequences.', 'Gather, analyze, synthesize, evaluate and apply information for the purposes of innovation, inquiry, and creative thinking.', 'Analyze differences and commonalities among peoples, ideas, aesthetic traditions, and cultural practices to include intercultural competence, knowledge of civic responsibility, and the ability to engage effectively in regional, national, and global communities.', 'Develop, interpret, and express ideas and information through written, oral and visual communication that is adapted to purpose, structure, audience, and medium.']",statistical software,2.0,"['programming languages', 'data manipulation', 'statistical functions']","['perform calculations', 'automate analysis', 'generate reports.']",ESCO.10307,0.8826069613120308
